Pk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
762,-5.376819,-7.4314,-0.10091456,6.1529922,-2.5282257,1.3168722,-1.8391775,0.012489299,2.5445592,0.24059089,-2.1692815,0.9983841,4.3050065,-1.2916723,-3.2108986,-0.31090313,1.7122159,-1.4711889,1.1975582,0.6015832,-0.6749839,-0.918044,-2.6529872,0.25352812,0.415387,-0.15088,1.8460099,0.7766423,0.0688833,-0.6662238,-0.21944532,-1.5930696,1.922561,-2.878562,1.8248867,-2.1823018,-1.9474858,-2.6823962,-1.2120224,-1.7393464,0.61001974,-0.24682397,2.1649785,0.006929376,-1.4387342,-0.24993663,-0.5781281,2.222356,1.2219169,-2.4995973
0,-2.8030891,-1.739646,-0.60214645,-3.2691228,-0.49543002,-0.6970526,-0.10239234,-0.4595982,-0.48426488,1.0631561,1.4803104,-1.6957836,0.014207966,-0.24924979,0.7098145,0.97177476,0.8138397,1.3788166,0.09548565,2.3210135,1.5114036,0.016136568,-1.0935144,-0.98756415,0.6320548,1.3342646,-0.24196391,0.74422055,0.36579716,0.28522477,0.7879134,-0.3120919,1.0674212,0.77923435,-0.14350308,0.40343294,-1.441347,1.1448131,0.31960744,0.38167492,0.13861674,-0.02583965,-1.0898573,0.99192524,1.602475,-1.3168448,0.54628277,-0.72573256,-2.432898,2.7815714
0,-2.2924392,-0.39693725,0.11001046,-3.5269554,1.1286397,-0.7267311,0.7131351,0.72255963,-1.0480481,1.8355943,0.074129924,1.3303949,0.11255387,2.125014,-1.348816,1.5209391,1.4106427,1.3756099,1.6652606,0.2877251,-0.3862494,0.31887078,0.25172976,1.7238772,0.94189763,-0.37985218,1.9037225,-3.0514953,0.5982134,-2.6522357,1.9864012,0.03232376,2.5080984,-1.8234411,-2.0183191,1.6013395,0.5345473,0.32368076,2.0461032,-0.21688579,-0.94576645,0.76583743,-2.3428295,-1.9084224,-1.1013005,1.3109075,1.4270473,-2.4787152,-0.24543263,1.425791
15,10.789203,1.4749818,-0.95900553,-1.6252325,-1.7159644,-0.022588577,-0.29527768,-2.2539237,0.18943243,1.1330786,1.3655998,0.44025922,1.0520196,1.9180716,-1.4934895,-1.9931573,-0.89606947,0.29976478,-0.36501318,-1.0887305,-0.8487847,0.46924263,0.08286099,-0.3938868,-0.8175226,0.79487073,0.6274409,1.048841,-0.60313463,0.36938524,-1.035566,-1.81227,-2.3731468,-0.29865012,-0.37537852,-0.70904803,-1.0007948,0.59913015,1.9329506,1.2015784,-1.5234963,0.16981961,-0.067297295,0.1459646,-1.3910505,0.86908096,-0.58611596,2.7121258,-0.119496465,0.63208574
0,-3.2611976,0.6467999,-0.16950385,-2.7527337,-0.6941301,2.6542861,-3.6877427,0.23197252,-0.14638221,0.4298179,0.4161219,0.4736505,0.39670375,0.5167561,-2.7657368,-1.2453637,1.6322577,-0.42349067,0.7447916,-0.5758494,-1.6145773,-2.1793983,0.27357185,0.4324628,-0.737506,0.8587863,-0.21579434,0.28367794,-0.7733885,0.48794797,-0.27416125,1.0162461,0.7795483,1.1164052,1.5388237,0.65810376,0.48611587,0.27140042,-0.2125784,0.7418326,0.55511314,-0.75396127,-0.14088117,2.14582,-0.1057227,1.9411175,0.6239388,-1.4769957,1.1348747,-0.78812116
0,-1.2155126,-2.2647,-0.5235629,-3.1904366,0.29674235,-0.75383526,-0.87300384,-0.10594044,-0.9686207,0.73655653,-0.6491436,-0.17061125,1.8380551,0.2742116,1.134948,1.7138342,0.28353202,0.18240668,0.115489274,2.0881166,-0.35952792,-0.4362999,-0.7049922,-0.40188023,-0.25556582,0.3171546,0.7494377,2.1558585,-0.15207879,0.8533395,0.24680413,-0.30496162,0.5097686,-0.24394888,0.4125816,0.5794948,0.21175134,-1.4401053,-0.0043771327,-1.2316245,-0.37139717,-0.97286165,-0.8531506,-0.27149174,0.056034055,0.5392064,1.3619784,1.0471439,1.1827006,-0.92735493
21,9.35042,2.4449835,-1.1724494,1.1431899,-0.20505522,0.69258845,-0.6615186,-0.3232764,0.51532114,2.8418148,-1.0490223,-0.9198492,-0.5487714,-3.5622349,0.6041766,-1.3293617,3.1177294,-1.7193446,-0.8776934,0.8875076,-0.5393788,0.4448109,-1.5197212,1.5508162,-1.1001462,0.5269237,-0.67837393,-0.3525258,1.4718014,3.0838397,-1.0551273,-0.10014666,-0.9219024,0.41049188,1.0348154,-1.2770773,1.403316,-2.0030487,-2.6459045,0.2902207,-0.762247,1.3561392,-1.5873126,0.7688394,0.69769716,-1.4762162,-1.944951,-0.26370794,0.4694931,1.458556
0,-5.2519994,-0.4038598,0.2486448,-2.4201024,0.42015547,0.35935327,0.44699916,-0.3888409,0.015435886,-1.5356419,-0.59167755,1.6230196,0.74721575,0.8648354,-1.5823934,-1.1081083,-2.947249,-0.21855243,1.8998697,0.86302495,-0.7012765,-1.1573021,0.11731783,0.87374675,-0.66898113,2.8099103,-0.117973246,1.3179828,0.7500061,-1.4353424,0.9771944,-1.806146,0.6956595,0.32305226,0.12720497,2.2553046,0.7268098,-0.11989171,-2.0187109,-1.7737893,-1.2443174,-1.6170206,-0.78555256,-0.31075597,1.9365343,1.5026032,2.5745242,-2.1370184,0.6488278,1.0533587
762,-6.391619,-5.154572,0.7917145,5.838671,-2.622795,-0.23006327,-0.819469,-1.0742353,-0.7214708,0.78346324,0.8410668,-1.5085607,2.186622,0.6111963,-2.294764,-1.3281208,0.46560797,1.4871333,-2.5804331,-3.1469064,-0.8818213,1.5604397,-0.83240765,-1.9659095,-1.9637525,-0.23040347,2.4860604,-0.88379,-1.3129522,0.28928754,1.5026702,-2.3416357,-1.3373777,1.0711547,2.188881,-1.4771143,-0.43426126,0.10554944,1.0558052,-1.3221939,1.7100741,2.1880212,1.1434052,-0.8182818,-0.16215841,0.747377,0.73136866,1.3913103,-1.1082916,-1.1319324
9,-1.8429568,-8.418965,-1.4760401,6.0452847,-0.09228823,-1.5643495,0.26100248,0.10089693,1.9575361,-0.3527474,-1.6038175,0.2500047,-1.9379224,-0.25421166,1.2348517,-1.6771826,-1.1944838,-2.8825748,-1.356107,-2.046461,-1.9080999,-2.3160584,3.5793269,-1.0369607,-1.3568647,-1.5275949,-0.50326973,-1.6755426,1.212211,0.700203,-1.8772597,2.1717134,-0.42165977,-1.0109615,1.7827592,-1.990131,1.900811,2.1667383,0.023883201,1.1376598,-0.90386546,1.9108367,2.9519567,0.46813485,-0.63218105,-0.5777722,-1.4533968,1.4737294,2.8691561,-0.3980943
954,-5.1451864,-6.681654,-0.735855,7.022542,0.5444676,0.4869631,2.4559798,-0.9254001,-0.2384823,-0.24474503,0.8133994,3.164652,0.79756,-0.13466169,-0.24083777,4.7674017,2.0519843,2.6775305,2.4795241,-2.2537415,-0.13343775,-0.1344432,-2.1372757,0.011175613,0.65076417,1.0221,2.623755,-0.14211202,1.1513538,1.8192971,0.5913206,4.0854745,-1.8760952,2.1849647,2.6851301,-0.56831914,1.8905346,-0.8648276,-0.54581237,-1.7079334,1.2913043,-0.27236077,0.23426242,-1.3725011,0.6164045,4.120075,3.6454604,3.4560196,-1.5293103,2.0680652
20,0.19172913,-2.8931599,-0.21618612,-3.6952155,0.3205828,-3.3979623,-2.5658045,1.2158328,-0.51620936,-0.6011019,0.42114156,1.4461535,2.261417,1.6519363,-0.39343777,-1.2320739,-0.3119548,-1.096134,0.13348286,-1.1579818,0.34839126,0.8885776,0.06849826,0.61531115,-0.23692854,-1.0371894,0.6014147,0.26869148,0.8540539,-0.03975314,-0.24352646,0.49223462,-0.36807632,-0.38980782,0.79881555,1.3921273,-0.94514894,-1.722172,-0.6411928,0.07130222,-1.39612,-0.6750146,-0.43478578,1.6218557,0.5976796,-1.2674046,-0.28576058,0.4353073,-1.4187896,0.562862
15,8.439234,0.60122734,-1.0273559,-2.3701925,-2.4516687,-0.030416794,0.3968173,-1.9379343,4.3386297,-0.79665947,-0.17814119,0.042183187,-1.3961036,0.74098533,-0.46131566,-0.58871496,0.2514816,1.2893075,-0.85967624,0.47964817,0.15427333,0.5048455,-2.5180244,2.1981678,-0.7665956,-0.8268633,2.112113,-0.8859425,0.031882565,2.0748405,-1.1151873,-0.9223215,0.9402868,-0.4474346,1.3090565,2.1950831,-0.5795163,2.640835,1.4422662,-1.1540045,0.34351715,-2.946456,0.9484516,1.49242,-0.16748653,0.49259585,1.3727458,0.31690013,-0.75739264,0.3329491
9,0.1582786,-4.5065856,-0.5835552,5.2723994,-1.6639704,1.1078986,-0.42003006,-0.51137865,-0.43998295,0.05949491,-1.4336044,-0.3566416,-1.0317283,1.477783,-1.790801,1.593679,-0.78556913,0.6795436,1.9218106,0.71552235,-0.2896484,-0.16053434,-0.9245111,1.1705269,-0.05021745,0.55432063,0.69432294,-3.0620534,-0.13666295,-0.76284075,1.0443145,1.4609929,-0.7369708,0.5883843,-0.93592805,0.91930324,-3.3769827,0.15407805,-1.4495288,1.999854,-1.1328729,-0.60401255,0.37363923,-0.7755367,0.5308099,-0.27043462,0.8013274,1.1135439,1.7928625,0.0731113
0,-1.4467942,-2.469878,-0.3253204,-2.7984276,-0.018744117,-2.311394,-2.810929,-0.29189277,1.2594931,0.2865694,-1.0958164,2.304447,-1.2144288,0.48075303,0.27120957,-0.72425014,-0.19840029,0.75608647,1.4876938,0.1285676,0.051772196,-0.21174492,-0.24025801,-0.64831656,1.2054427,-1.1358205,1.1430323,-0.19598366,-0.49512416,1.7505907,0.4724169,-0.34449023,1.2265453,-1.8519627,0.99538445,-0.62698823,-1.0367595,1.1120305,0.10690775,1.0075829,0.44368744,-0.70559573,-0.06318726,1.366678,-0.99615914,0.69526553,0.8775419,0.9422653,-1.2971206,0.46458426
0,-4.504816,-0.8777737,0.0060392264,-2.8999555,-1.2322068,-1.810285,0.34534657,-0.98151416,1.2087075,0.8084194,-0.7620568,-1.0430083,1.3955444,1.2384311,1.3469179,-2.8840168,-0.12334581,-0.9645281,-0.68046176,3.0581768,1.5401874,0.4397883,1.2724384,-1.3985531,-0.37857372,-2.7666495,-2.3878052,-0.49994984,-1.1827233,-0.37348375,0.71855134,-2.18124,0.059631858,1.1521548,1.575571,1.223797,-1.7715412,1.0906448,0.25724155,0.7634934,1.5706635,0.5346542,-2.6065466,-0.2923903,-2.228057,0.46981847,-0.3132118,-1.5949916,-0.38743445,0.08502744
394,-0.3275439,0.891798,4.693266,-0.39181945,3.968533,-3.878136,-6.444161,-2.1495621,-4.158618,-2.6331651,-2.1523798,0.5597604,-0.19511299,-0.14554055,-1.6282004,-0.1351365,-0.120232485,1.0458895,-0.7223527,-2.6475682,-0.4832407,-3.715614,1.598748,-2.261854,0.8719926,0.039086983,-1.7454708,-0.005980195,0.5783531,1.9946054,-2.0645635,-0.71161294,-0.6549919,0.18021633,-1.6119932,1.0646708,1.1181934,1.3535218,-0.43558368,-0.22182688,2.0068953,1.4497105,-0.033260584,1.1150525,-3.2643573,0.24110691,-1.5518653,0.4177319,0.18693386,-0.275478
0,-5.713819,-2.2464976,0.04062193,-3.6078072,-0.78998125,-2.2900655,0.05379706,-1.0510038,0.47224018,3.3361979,-1.684922,-3.5344114,-2.354044,1.6771047,0.06953002,-0.9797724,0.34093833,1.4727432,0.035690676,-3.3907678,1.1780493,2.7741802,0.545695,-0.2745106,3.225792,-0.023721697,-3.2256556,1.6712401,1.2839661,1.1827825,1.7187628,-1.1774176,1.4287645,-1.4496106,-1.375452,3.5061123,-0.9178698,2.043012,-0.14625108,0.93552995,-1.8059459,-1.0010688,-1.4663062,1.4057103,0.40928292,-3.9730935,0.18405525,-0.72301674,1.315944,0.5543979
0,-3.5261362,1.1618991,-0.52430713,-2.358112,2.7558904,2.5240197,8.54154,2.1889033,-0.08476254,7.8032827,-5.1029334,-2.2902086,8.113118,0.74939007,-0.89720875,1.9576095,-2.872832,0.4028806,-3.664655,-0.44309264,-3.606067,-2.1080596,-1.0050285,0.62349147,-0.30313256,0.6644513,-1.1297456,2.9699082,-0.3671905,-2.3528473,-2.792592,2.050528,0.33636785,-0.14550759,-1.4384296,-0.8199729,1.7755413,2.0679994,-4.1354136,-2.3702073,1.0492895,-1.5908948,1.1200011,-1.8232732,-2.395421,3.1810858,-0.4089152,-1.6786927,-3.632451,-0.23067392
862,1.0933825,0.8314777,1.026237,0.20791176,9.085905,-3.3689184,0.882336,1.1638954,0.29569745,-0.8614646,-0.9433145,-0.8236922,2.6763468,2.0864062,-0.29828084,1.3491076,-0.64862674,-2.1850576,-1.7988489,-0.09494762,-0.5783676,0.5254437,1.9857804,-1.144702,1.849691,0.99175847,1.0070624,1.0520518,-0.5050286,-1.7334412,1.1486493,-0.48313692,-1.8848977,1.4499936,-3.5136175,-2.6362803,2.514606,0.32977352,1.0542494,0.5016254,0.8965444,0.41377655,-0.0757289,-3.6361642,0.71651566,-1.3326302,0.5190665,-1.569125,0.07339106,1.4562303
1024,-0.9812812,0.3829249,-0.8351905,-2.3050098,-0.19030716,1.1847771,-2.6873598,-0.23826005,-1.4349471,0.33718306,-0.83910984,-1.0562546,-1.1362356,0.31141144,-1.4985313,0.21643913,-0.6009675,-0.09066301,0.5791465,0.06781956,-1.793499,-1.7160673,0.93558115,1.5987303,-0.21117714,0.4987595,0.3375566,-0.15773642,2.1706464,0.42674142,-0.9153478,0.83543396,-1.1331915,0.5951796,-0.7607689,-1.7258036,-0.703188,-1.556133,-0.35676977,-0.46727726,0.35872743,-2.5540924,1.1978582,0.42150918,-1.3854252,-1.0279619,-1.5112942,0.40808043,2.1028936,-2.1571934
9,0.91200227,-7.1934648,-0.91686195,7.416531,-0.5134756,-2.0324702,-1.0408082,-2.8395557,0.50740993,-0.21912055,1.1395227,-2.1042051,2.2474728,-1.3722143,-1.053821,2.0745175,-0.8589445,-1.9869795,-0.51272374,1.5976608,2.8371425,-1.9223689,3.2751312,-1.9612851,0.03362181,0.47354966,1.9549112,0.99936265,-4.632056,0.5737575,-2.3543055,-0.08798658,1.2333199,-0.26074946,-0.9757962,2.2923787,-2.3696837,-0.16886453,0.25950003,-2.6198936,-2.8277333,-1.6783897,2.1098452,-0.31600383,-0.86978984,-0.31588715,0.62165284,-3.283937,-0.9145441,1.8684068
15,9.104705,-0.3739847,-1.4441063,-1.635524,-0.5092407,-2.0972471,-1.8749075,-2.8760886,0.67106676,1.8690318,-0.86291724,2.719717,-2.0728974,-2.3711343,2.3590138,-0.26930797,0.5372641,-1.0803533,-1.8350914,-0.034191106,1.3911538,-0.3548211,1.762954,-1.62443,-0.20599292,-1.5121151,1.856812,0.8981142,-1.2554964,0.47812998,-0.82191795,0.41145277,-1.4585352,-1.0658611,-0.86217475,0.38975415,1.8089343,-1.5319976,-2.3412566,1.1611387,-1.5482565,0.618734,1.8433282,1.4452848,-1.9848069,-1.447489,-1.3034614,0.6733824,1.034217,-1.0690686
0,-0.40022928,0.403776,0.06987262,-1.9912261,-0.1100326,2.6944568,0.44965276,4.1241446,-1.0748645,-2.0276399,2.9604666,-0.24894509,-0.08463227,-0.50595856,-0.6773999,-2.5152009,-3.7107704,1.7440017,2.5800233,-2.081926,-0.6936973,2.15029,2.588091,-1.6541241,-0.88121617,-1.507762,0.25796077,3.2072184,2.842606,0.9782129,0.48307443,1.2810556,1.0914302,1.1269985,1.1368777,2.2235148,1.7148571,-2.9940586,-1.2276571,0.6443496,-0.040352434,-0.59227824,2.0743253,-1.8581831,1.356837,4.2576947,0.70654255,-1.936962,1.823563,1.4054381
21,12.4546585,1.6551,-0.13197702,-0.46240854,0.5360069,-0.11084905,0.85153955,-1.351327,-0.9465749,0.7867822,-0.023401104,1.9147513,-2.3601182,-1.0546923,-1.3895688,0.129676,0.34926176,-0.6349906,-1.5887009,-1.6530154,3.796953,-0.7027513,-0.97567993,0.41342023,1.581778,-1.3467071,-0.37599784,0.75398064,-2.2284002,0.4366825,-0.66496867,-1.8250486,0.10194651,-1.9721833,-0.6229197,-2.1330297,0.2794286,-0.6884518,1.0843638,-1.9458994,-0.61445284,-1.5757523,0.6286021,0.6675672,-1.1262857,0.43061346,-0.5514803,-0.9696771,-0.7236235,-1.2370203
0,-3.70247,-1.7986096,1.1581162,-2.539754,-0.7921429,-0.68764,-2.3077974,-2.5607498,-0.41483644,-0.53066754,0.9891196,0.29303387,1.373498,0.02393847,0.31543398,0.5772984,0.9571563,1.8513838,-0.1384035,-0.301357,-2.0433528,-0.43585566,0.6429661,0.61750114,-0.35596246,0.73375994,-1.9028653,-2.129194,0.17903249,-1.5795702,0.96997535,0.02540078,1.1871355,-0.22617508,-0.010579864,0.025448717,0.5083408,0.23342314,1.2742164,1.5270191,0.08703407,-1.7083353,0.08587783,-1.0328622,0.74205005,2.6632018,0.31166467,-0.47930992,0.17121099,0.1700739
15,9.5885105,1.2419257,-0.6424572,-1.0351388,-2.0367835,-1.7634263,0.2507156,-1.1972443,-0.008684024,0.5959605,-4.0768037,0.4993698,2.635822,-0.5756404,-0.9155763,-1.4957536,2.427655,-1.0980748,2.4831834,0.2346449,0.4849655,2.339959,1.3099077,0.42472762,1.3249121,0.14424755,0.6402476,-0.01616049,0.5865801,-1.6319734,-0.2584715,1.8851244,1.0507468,2.0645716,1.291778,-3.7604315,-0.18989262,2.0308619,1.1039735,1.5436145,-1.5510116,0.2152502,-1.8458812,-0.6743036,2.6368933,1.4079125,-0.7178374,0.8414236,-1.1976609,0.33335122
81,8.706351,1.712627,-1.446449,-0.47724637,7.2615905,-0.43315718,-1.5878894,-0.78442776,-1.5622789,-0.23863004,0.7098619,-0.83332723,-0.03702525,-0.73899275,-1.3199614,0.4776653,-0.45586258,-1.7646179,-1.3744636,0.6192444,1.4850043,-0.9650488,1.1699967,0.50625694,-1.2843016,-1.576697,0.021919586,1.2808336,0.43320075,0.22230591,-0.81020653,-0.28587866,1.0061365,-0.56520385,-1.130137,-1.0748751,-0.45701742,-0.7461306,0.037265517,-1.357852,-3.8575478,0.12166583,0.6833232,-0.5020067,-0.5684011,-1.8836359,2.3273778,2.256378,-1.766163,-0.767477
0,-5.1701093,-1.9153637,0.5789334,-2.398314,-0.9378092,-2.5182278,-3.0302331,0.019221388,2.42084,1.4637055,0.08242022,-2.8752282,0.5704998,1.8358169,0.393882,-0.20322017,-2.6865768,2.0270066,0.6981604,0.5860346,0.48508492,0.32855582,-0.29313692,-2.1020007,1.3603296,-1.0956333,0.020105977,1.9218394,-1.822947,1.0754794,0.46383488,0.91287434,1.4763266,-0.6425111,-0.46401608,1.5881727,-0.16387692,1.6892121,-0.05908275,0.36195874,0.9009686,0.92066014,1.3360265,-1.3537272,2.209008,0.7882642,-1.7373592,-0.47207347,-1.052511,1.0098608
788,-3.0204012,6.962263,-0.7408548,3.8658524,-1.5376993,3.829907,1.1048329,-6.8856225,-5.385373,3.6224892,4.857829,-1.8329031,-0.55815333,1.4461013,-4.2372894,-2.8172452,0.13401441,-3.2311592,0.7811635,0.77391213,-0.81970817,0.4364627,-0.49049807,0.7539604,-1.3413538,3.9397585,4.226072,0.48587728,-3.1261199,1.1059507,1.090284,-2.865743,2.6407475,-0.74390036,1.4959459,0.7395635,-1.1115237,-0.3989348,0.87814796,3.0455537,3.9351301,-0.61759,-0.40110737,-0.9372359,-1.7105453,-2.7214868,-0.31873822,-1.8805951,0.8372124,-0.32906327
43,-3.9176366,2.3813062,0.42289844,-1.4590759,-0.12547985,4.148795,-2.1112535,-1.7528094,1.5203595,2.3325264,-0.50118613,1.3080293,-1.3608174,0.035512947,2.7555337,0.22125295,1.5070025,2.1662064,0.77767116,3.3765337,-0.51108164,0.30961496,1.3232241,-0.10804188,-2.458384,0.36690474,-0.8127227,0.4510873,-1.1879355,0.8779599,1.0069461,0.10429998,-2.2267299,-1.4101331,1.4050456,2.5346112,-1.0876251,0.6750444,-3.2950933,0.10461732,2.7015755,1.4279307,3.1450288,-3.383997,0.23675352,0.3867605,-0.31586447,-0.022367895,-1.1080308,0.4334325
0,-5.2075534,0.9366323,0.897717,-2.2647326,-0.7713617,2.0240633,-1.003139,-0.4120494,-0.3508347,2.2350068,-1.2317424,-0.13335697,1.8806019,-1.3991402,0.5687092,2.1305509,0.46384853,-1.0307469,0.10406079,0.02408764,2.0078044,-0.33961263,-1.8756124,-0.96677023,-0.018819245,3.1348126,-0.3030689,-0.43454188,0.95115966,0.5349349,1.4596589,0.8316583,0.031041913,0.64012027,1.391994,-0.26087117,0.7370575,-1.227692,0.54194105,0.13760813,1.5125089,0.2030401,-0.35900405,1.924224,0.8710477,1.0409182,0.4906859,-2.035357,-1.1027843,0.13731031
